ridership_route_code,current_garage,year_month,day_type,on_time_percent,avg_riders,day_count,daily_trip_dist,daily_trip_count,year,month,current_garage_code,day_type_code
061C,West Mifflin,201702,SAT.,0.6171,4498,4,1412.021,94,2017,02,4,0
061C,West Mifflin,201702,SUN.,0.627,3218,4,991.419,66,2017,02,4,1
061D,West Mifflin,201702,WEEKDAY,0.6514,5782,20,1223.222,131,2017,02,4,2
061D,West Mifflin,201702,SAT.,0.6115,3741,4,912.916,92,2017,02,4,0
061D,West Mifflin,201702,SUN.,0.507,2585,4,575.534,58,2017,02,4,1
064,East Liberty/West Mifflin,201702,WEEKDAY,0.7063,1602,20,378.6,40,2017,02,2,2
064,East Liberty/West Mifflin,201702,SAT.,0.6746,1571,4,350.205,37,2017,02,2,0
064,East Liberty/West Mifflin,201702,SUN.,0.7519,959,4,217.695,23,2017,02,2,1
065,West Mifflin,201702,WEEKDAY,0.7113,428,20,118.802,26,2017,02,4,2
067,East Liberty,201702,WEEKDAY,0.6662,2269,20,964.194,57,2017,02,1,2
067,East Liberty,201702,SAT.,0.6077,898,4,452.709,38,2017,02,1,0
067,East Liberty,201702,SUN.,0.5943,606,4,275.355,20,2017,02,1,1
068,East Liberty,201702,WEEKDAY,0.7831,283,20,203.552,17,2017,02,1,2
068,East Liberty,201702,SAT.,0.6765,383,4,239.5,20,2017,02,1,0
068,East Liberty,201702,SUN.,0.8705,242,4,167.65,14,2017,02,1,1
069,East Liberty,201702,WEEKDAY,0.6274,1811,20,832.979,46,2017,02,1,2
069,East Liberty,201702,SAT.,0.5833,374,4,279.433,22,2017,02,1,0
069,East Liberty,201702,SUN.,0.6774,244,4,254.03,20,2017,02,1,1
071,East Liberty,201702,WEEKDAY,0.783,92,20,91.511,14,2017,02,1,2
071A,East Liberty,201702,WEEKDAY,0.5733,6214,20,972.433,146,2017,02,1,2
071A,East Liberty,201702,SAT.,0.6849,2936,4,559.482,84,2017,02,1,0
071A,East Liberty,201702,SUN.,0.6343,1986,4,346.346,52,2017,02,1,1
071B,East Liberty,201702,WEEKDAY,0.629,5171,20,921.844,134,2017,02,1,2
071B,East Liberty,201702,SAT.,0.6658,2525,4,513.114,76,2017,02,1,0
071B,East Liberty,201702,SUN.,0.6885,1341,4,337.575,50,2017,02,1,1
071C,East Liberty,201702,WEEKDAY,0.5657,6082,20,1131.904,128,2017,02,1,2
071C,East Liberty,201702,SAT.,0.5541,3370,4,636.696,72,2017,02,1,0
071C,East Liberty,201702,SUN.,0.6501,1970,4,424.464,48,2017,02,1,1
071D,East Liberty,201702,WEEKDAY,0.6185,4987,20,1104.093,134,2017,02,1,2
071D,East Liberty,201702,SAT.,0.6825,2257,4,642.681,78,2017,02,1,0
071D,East Liberty,201702,SUN.,0.7067,1522,4,444.933,54,2017,02,1,1
074,East Liberty,201702,WEEKDAY,0.6178,1003,20,544.109,55,2017,02,1,2
074,East Liberty,201702,SAT.,0.5439,458,4,401.962,44,2017,02,1,0
075,East Liberty,201702,WEEKDAY,0.7181,3259,20,904.922,84,2017,02,1,2
075,East Liberty,201702,SAT.,0.6811,1974,4,591.307,54,2017,02,1,0
075,East Liberty,201702,SUN.,0.7048,1259,4,528.549,48,2017,02,1,1
077,East Liberty,201702,WEEKDAY,0.6473,2325,20,1254.54,67,2017,02,1,2
077,East Liberty,201702,SAT.,0.4929,1057,4,493.014,47,2017,02,1,0
077,East Liberty,201702,SUN.,0.6457,687,4,405.684,38,2017,02,1,1
078,East Liberty,201702,WEEKDAY,0.7752,123,20,129.546,12,2017,02,1,2
079,East Liberty,201702,WEEKDAY,0.6655,1014,20,511.532,78,2017,02,1,2
079,East Liberty,201702,SAT.,0.6952,662,4,428.61,63,2017,02,1,0
079,East Liberty,201702,SUN.,0.7108,357,4,311.598,35,2017,02,1,1
081,West Mifflin,201702,WEEKDAY,0.6601,1705,20,399.072,64,2017,02,4,2
081,West Mifflin,201702,SAT.,0.5531,874,4,299.304,48,2017,02,4,0
081,West Mifflin,201702,SUN.,0.6462,560,4,212.007,34,2017,02,4,1
082,East Liberty,201702,WEEKDAY,0.6524,4010,20,379.786,52,2017,02,1,2
082,East Liberty,201702,SAT.,0.6278,2663,4,292.06,40,2017,02,1,0
082,East Liberty,201702,SUN.,0.6367,1773,4,554.788,76,2017,02,1,1
083,West Mifflin,201702,WEEKDAY,0.646,2368,20,442.959,62,2017,02,4,2
083,West Mifflin,201702,SAT.,0.7013,1321,4,414.381,58,2017,02,4,0
083,West Mifflin,201702,SUN.,0.6016,826,4,257.202,36,2017,02,4,1
086,East Liberty,201702,WEEKDAY,0.6597,2908,20,760.455,86,2017,02,1,2
086,East Liberty,201702,SAT.,0.6206,2665,4,795.825,90,2017,02,1,0
086,East Liberty,201702,SUN.,0.6665,1720,4,565.92,64,2017,02,1,1
087,East Liberty,201702,WEEKDAY,0.7005,2857,20,780.723,102,2017,02,1,2
087,East Liberty,201702,SAT.,0.7536,584,4,346.258,44,2017,02,1,0
087,East Liberty,201702,SUN.,0.6984,254,4,125.912,16,2017,02,1,1
088,East Liberty,201702,WEEKDAY,0.6479,3192,20,651.039,112,2017,02,1,2
088,East Liberty,201702,SAT.,0.6178,1806,4,488.967,84,2017,02,1,0
088,East Liberty,201702,SUN.,0.7666,1247,4,429.733,74,2017,02,1,1
089,East Liberty,201702,WEEKDAY,0.6922,400,20,157.182,46,2017,02,1,2
089,East Liberty,201702,SAT.,0.6196,127,4,150.348,44,2017,02,1,0
089,East Liberty,201702,SUN.,0.435,130,4,116.178,34,2017,02,1,1
091,Ross,201702,WEEKDAY,0.6952,4417,20,1465.538,135,2017,02,3,2
091,Ross,201702,SAT.,0.6665,1937,4,845.166,84,2017,02,3,0
091,Ross,201702,SUN.,0.633,1174,4,576.274,54,2017,02,3,1
093,West Mifflin,201702,WEEKDAY,0.7269,1794,20,624.283,58,2017,02,4,2
G2,Collier,201702,WEEKDAY,0.8052,3855,20,1416.779,182,2017,02,0,2
G2,Collier,201702,SAT.,0.8117,1064,4,498.208,64,2017,02,0,0
G2,Collier,201702,SUN.,0.8188,588,4,498.208,64,2017,02,0,1
G3,Collier,201702,WEEKDAY,0.7688,964,20,815.433,45,2017,02,0,2
G31,Collier,201702,WEEKDAY,0.7746,643,20,297.48,24,2017,02,0,2
O1,Ross,201702,WEEKDAY,0.8268,1242,20,283.099,42,2017,02,3,2
O12,Ross,201702,WEEKDAY,0.7331,1440,20,649.981,53,2017,02,3,2
O5,Ross,201702,WEEKDAY,0.6869,119,20,100.713,6,2017,02,3,2
P1,East Liberty,201702,WEEKDAY,0.7891,10030,20,2364.47,254,2017,02,1,2
P1,East Liberty,201702,SAT.,0.7997,4456,4,1095.736,116,2017,02,1,0
P1,East Liberty,201702,SUN.,0.8404,3180,4,850.14,90,2017,02,1,1
P10,East Liberty,201702,WEEKDAY,0.625,717,20,556.695,18,2017,02,1,2
P12,East Liberty,201702,WEEKDAY,0.6483,1188,20,831.415,38,2017,02,1,2
P13,Ross,201702,WEEKDAY,0.6304,273,20,204.407,14,2017,02,3,2
P16,East Liberty,201702,WEEKDAY,0.709,1003,20,552.531,28,2017,02,1,2
P17,East Liberty,201702,WEEKDAY,0.7306,389,20,156.52,14,2017,02,1,2
P2,East Liberty,201702,WEEKDAY,0.8494,1538,20,308.014,42,2017,02,1,2
P3,West Mifflin,201702,WEEKDAY,0.8606,2993,20,925.423,111,2017,02,4,2
P67,East Liberty,201702,WEEKDAY,0.6725,454,20,276.872,19,2017,02,1,2
P68,East Liberty,201702,WEEKDAY,0.691,891,20,442.29,29,2017,02,1,2
P69,East Liberty,201702,WEEKDAY,0.5825,263,20,151.976,12,2017,02,1,2
P7,West Mifflin,201702,WEEKDAY,0.7149,746,20,488.504,29,2017,02,4,2
P71,East Liberty,201702,WEEKDAY,0.6892,673,20,258.697,27,2017,02,1,2
P76,West Mifflin,201702,WEEKDAY,0.6471,1085,20,536.135,34,2017,02,4,2
P78,East Liberty,201702,WEEKDAY,0.6339,991,20,563.92,36,2017,02,1,2
Y1,West Mifflin,201702,WEEKDAY,0.7421,766,20,274.618,29,2017,02,4,2
Y45,West Mifflin,201702,WEEKDAY,0.7599,308,20,162.459,20,2017,02,4,2
Y46,West Mifflin,201702,WEEKDAY,0.6934,1762,20,1248.417,66,2017,02,4,2
Y46,West Mifflin,201702,SAT.,0.6958,799,4,664.777,34,2017,02,4,0
Y46,West Mifflin,201702,SUN.,0.6996,593,4,624.865,32,2017,02,4,1
Y47,West Mifflin,201702,WEEKDAY,0.6922,1052,20,629.119,46,2017,02,4,2
Y47,West Mifflin,201702,SAT.,0.7258,426,4,437.648,32,2017,02,4,0
Y49,West Mifflin,201702,WEEKDAY,0.7493,1291,20,649.848,48,2017,02,4,2
Y49,West Mifflin,201702,SAT.,0.6925,622,4,433.232,32,2017,02,4,0
Y49,West Mifflin,201702,SUN.,0.7037,363,4,297.847,22,2017,02,4,1
001,Ross,201703,WEEKDAY,0.6666,1680,23,1158.621,47,2017,03,3,2
001,Ross,201703,WEEKDAY,0.6666,1680,23,1158.621,47,2017,03,3,2
001,Ross,201703,SAT.,0.649,1178,4,739.695,30,2017,03,3,0
001,Ross,201703,SAT.,0.649,1178,4,739.695,30,2017,03,3,0
001,Ross,201703,SUN.,0.6,820,4,641.069,26,2017,03,3,1
001,Ross,201703,SUN.,0.6,820,4,641.069,26,2017,03,3,1
002,Ross,201703,WEEKDAY,0.4329,989,23,1006.109,54,2017,03,3,2
002,Ross,201703,WEEKDAY,0.4329,989,23,1006.109,54,2017,03,3,2
004,Ross,201703,WEEKDAY,0.7072,696,23,283.652,46,2017,03,3,2
004,Ross,201703,WEEKDAY,0.7072,696,23,283.652,46,2017,03,3,2
004,Ross,201703,SAT.,0.7286,226,4,198.913,26,2017,03,3,0
004,Ross,201703,SAT.,0.7286,226,4,198.913,26,2017,03,3,0
006,Ross,201703,WEEKDAY,0.8061,1220,23,316.359,63,2017,03,3,2
006,Ross,201703,WEEKDAY,0.8061,1220,23,316.359,63,2017,03,3,2
006,Ross,201703,SAT.,0.7249,511,4,160.656,32,2017,03,3,0
006,Ross,201703,SAT.,0.7249,511,4,160.656,32,2017,03,3,0
006,Ross,201703,SUN.,0.7903,408,4,160.656,32,2017,03,3,1
006,Ross,201703,SUN.,0.7903,408,4,160.656,32,2017,03,3,1
007,Ross,201703,WEEKDAY,0.6538,159,23,67.482,12,2017,03,3,2
007,Ross,201703,WEEKDAY,0.6538,159,23,67.482,12,2017,03,3,2
008,Ross,201703,WEEKDAY,0.756,3302,23,1141.792,142,2017,03,3,2
008,Ross,201703,WEEKDAY,0.756,3302,23,1142.052,142,2017,03,3,2
008,Ross,201703,SAT.,0.6891,1601,4,580.592,72,2017,03,3,0
008,Ross,201703,SAT.,0.6891,1601,4,580.722,72,2017,03,3,0
008,Ross,201703,SUN.,0.7722,987,4,370.096,46,2017,03,3,1
008,Ross,201703,SUN.,0.7722,987,4,370.226,46,2017,03,3,1
011,Ross,201703,WEEKDAY,0.7515,547,23,194.6,50,2017,03,3,2
011,Ross,201703,WEEKDAY,0.7515,547,23,194.6,50,2017,03,3,2
011,Ross,201703,SAT.,0.7813,215,4,101.192,26,2017,03,3,0
011,Ross,201703,SAT.,0.7813,215,4,101.192,26,2017,03,3,0
011,Ross,201703,SUN.,0.8596,104,4,70.056,18,2017,03,3,1
011,Ross,201703,SUN.,0.8596,104,4,70.056,18,2017,03,3,1
012,Ross,201703,WEEKDAY,0.6832,930,23,649.424,38,2017,03,3,2
012,Ross,201703,WEEKDAY,0.6832,930,23,653.756,38,2017,03,3,2
012,Ross,201703,SAT.,0.6804,1038,4,819.128,48,2017,03,3,0
012,Ross,201703,SAT.,0.6804,1038,4,824.6,48,2017,03,3,0
012,Ross,201703,SUN.,0.6539,650,4,677.355,39,2017,03,3,1
012,Ross,201703,SUN.,0.6539,650,4,681.801,39,2017,03,3,1
013,Ross,201703,WEEKDAY,0.6842,2134,23,836.58,86,2017,03,3,2
013,Ross,201703,WEEKDAY,0.6842,2134,23,837.1,86,2017,03,3,2
013,Ross,201703,SAT.,0.6874,1344,4,718.95,74,2017,03,3,0
013,Ross,201703,SAT.,0.6874,1344,4,719.08,74,2017,03,3,0
013,Ross,201703,SUN.,0.803,747,4,409.04,42,2017,03,3,1
013,Ross,201703,SUN.,0.803,747,4,409.17,42,2017,03,3,1
014,Ross,201703,WEEKDAY,0.7213,1245,23,1315.064,79,2017,03,3,2
014,Ross,201703,WEEKDAY,0.7213,1245,23,1315.064,79,2017,03,3,2
014,Ross,201703,SAT.,0.785,532,4,566.083,34,2017,03,3,0
014,Ross,201703,SAT.,0.785,532,4,566.083,34,2017,03,3,0
014,Ross,201703,SUN.,0.8054,312,4,499.485,30,2017,03,3,1
014,Ross,201703,SUN.,0.8054,312,4,499.485,30,2017,03,3,1
015,Ross,201703,WEEKDAY,0.7737,1038,23,332.191,59,2017,03,3,2
015,Ross,201703,WEEKDAY,0.7737,1038,23,332.191,59,2017,03,3,2
015,Ross,201703,SAT.,0.7217,618,4,281.575,50,2017,03,3,0
015,Ross,201703,SAT.,0.7217,618,4,281.575,50,2017,03,3,0
015,Ross,201703,SUN.,0.7555,426,4,180.208,32,2017,03,3,1
015,Ross,201703,SUN.,0.7555,426,4,180.208,32,2017,03,3,1
016,Ross,201703,WEEKDAY,0.7316,3910,23,988.89,140,2017,03,3,2
016,Ross,201703,WEEKDAY,0.7316,3910,23,988.89,140,2017,03,3,2
016,Ross,201703,SAT.,0.7348,1888,4,649.842,92,2017,03,3,0
016,Ross,201703,SAT.,0.7348,1888,4,649.842,92,2017,03,3,0
016,Ross,201703,SUN.,0.8326,1238,4,508.572,72,2017,03,3,1
016,Ross,201703,SUN.,0.8326,1238,4,508.572,72,2017,03,3,1
017,Ross,201703,WEEKDAY,0.6846,1223,23,496.488,68,2017,03,3,2
017,Ross,201703,WEEKDAY,0.6846,1223,23,601.326,66,2017,03,3,2
017,Ross,201703,SAT.,0.6841,429,4,254.058,42,2017,03,3,0
017,Ross,201703,SAT.,0.6841,429,4,400.884,44,2017,03,3,0
017,Ross,201703,SUN.,0.6952,329,4,241.96,40,2017,03,3,1
017,Ross,201703,SUN.,0.6952,329,4,400.884,44,2017,03,3,1
018,Ross,201703,WEEKDAY,0.7976,104,23,69.386,23,2017,03,3,2
018,Ross,201703,WEEKDAY,0.7976,104,23,69.386,23,2017,03,3,2
019L,Ross,201703,WEEKDAY,0.7069,667,23,203.823,21,2017,03,3,2
019L,Ross,201703,WEEKDAY,0.7069,667,23,203.823,21,2017,03,3,2
020,Collier,201703,WEEKDAY,0.7677,597,23,645.519,42,2017,03,0,2
020,Collier,201703,WEEKDAY,0.7677,597,23,645.519,42,2017,03,0,2
021,Collier,201703,WEEKDAY,0.6737,1264,23,855.713,61,2017,03,0,2
021,Collier,201703,WEEKDAY,0.6737,1264,23,855.713,61,2017,03,0,2
021,Collier,201703,SAT.,0.7205,523,4,541.861,38,2017,03,0,0
021,Collier,201703,SAT.,0.7205,523,4,541.861,38,2017,03,0,0
021,Collier,201703,SUN.,0.6932,267,4,313.709,22,2017,03,0,1
021,Collier,201703,SUN.,0.6932,267,4,313.709,22,2017,03,0,1
022,Collier,201703,WEEKDAY,0.7154,792,23,403.121,46,2017,03,0,2
022,Collier,201703,WEEKDAY,0.7154,792,23,403.121,46,2017,03,0,2
022,Collier,201703,SAT.,0.7477,406,4,227.851,26,2017,03,0,0
022,Collier,201703,SAT.,0.7477,406,4,227.851,26,2017,03,0,0
024,Collier,201703,WEEKDAY,0.6899,1531,23,761.255,60,2017,03,0,2
024,Collier,201703,WEEKDAY,0.6899,1531,23,761.255,60,2017,03,0,2
024,Collier,201703,SAT.,0.7234,1113,4,654.28,44,2017,03,0,0
024,Collier,201703,SAT.,0.7234,1113,4,654.28,44,2017,03,0,0
024,Collier,201703,SUN.,0.7488,889,4,565.06,38,2017,03,0,1
024,Collier,201703,SUN.,0.7488,889,4,565.06,38,2017,03,0,1
026,Collier,201703,WEEKDAY,0.7758,993,23,494.542,70,2017,03,0,2
026,Collier,201703,WEEKDAY,0.7758,993,23,494.542,70,2017,03,0,2
026,Collier,201703,SAT.,0.7946,519,4,254.762,36,2017,03,0,0
026,Collier,201703,SAT.,0.7946,519,4,254.762,36,2017,03,0,0
026,Collier,201703,SUN.,0.8421,296,4,198.162,28,2017,03,0,1
026,Collier,201703,SUN.,0.8421,296,4,198.162,28,2017,03,0,1
027,Collier,201703,WEEKDAY,0.763,1089,23,541.302,66,2017,03,0,2
027,Collier,201703,WEEKDAY,0.763,1089,23,541.302,66,2017,03,0,2
027,Collier,201703,SAT.,0.8074,525,4,278.09,34,2017,03,0,0
027,Collier,201703,SAT.,0.8074,525,4,278.09,34,2017,03,0,0
027,Collier,201703,SUN.,0.8752,410,4,262.342,32,2017,03,0,1
027,Collier,201703,SUN.,0.8752,410,4,262.342,32,2017,03,0,1
028X,East Liberty,201703,WEEKDAY,0.6766,1826,23,1034.02,40,2017,03,1,2
028X,East Liberty,201703,WEEKDAY,0.6766,1826,23,2068.04,80,2017,03,1,2
028X,East Liberty,201703,SAT.,0.6554,1396,4,1034.02,40,2017,03,1,0
028X,East Liberty,201703,SAT.,0.6554,1396,4,2068.04,80,2017,03,1,0
028X,East Liberty,201703,SUN.,0.7307,1258,4,1034.02,40,2017,03,1,1
028X,East Liberty,201703,SUN.,0.7307,1258,4,2068.04,80,2017,03,1,1
029,Collier,201703,WEEKDAY,0.6192,826,23,650.898,36,2017,03,0,2
029,Collier,201703,WEEKDAY,0.6192,826,23,650.898,36,2017,03,0,2
031,Collier,201703,WEEKDAY,0.7223,1582,23,815.397,66,2017,03,0,2
031,Collier,201703,WEEKDAY,0.7223,1582,23,815.397,66,2017,03,0,2
031,Collier,201703,SAT.,0.6715,748,4,420.053,34,2017,03,0,0
031,Collier,201703,SAT.,0.6715,748,4,420.053,34,2017,03,0,0
031,Collier,201703,SUN.,0.7466,566,4,395.344,32,2017,03,0,1
031,Collier,201703,SUN.,0.7466,566,4,395.344,32,2017,03,0,1
036,Collier,201703,WEEKDAY,0.654,562,23,425.796,42,2017,03,0,2
036,Collier,201703,WEEKDAY,0.654,562,23,425.796,42,2017,03,0,2
038,Collier,201703,WEEKDAY,0.6482,2480,23,1269.159,124,2017,03,0,2
038,Collier,201703,WEEKDAY,0.6482,2480,23,1269.159,124,2017,03,0,2
038,Collier,201703,SAT.,0.7283,299,4,269.213,28,2017,03,0,0
038,Collier,201703,SAT.,0.7283,299,4,269.213,28,2017,03,0,0
038,Collier,201703,SUN.,0.7015,158,4,230.754,24,2017,03,0,1
038,Collier,201703,SUN.,0.7015,158,4,230.754,24,2017,03,0,1
039,Collier,201703,WEEKDAY,0.7684,1545,23,569.646,84,2017,03,0,2
039,Collier,201703,WEEKDAY,0.7684,1545,23,569.646,84,2017,03,0,2
039,Collier,201703,SAT.,0.7319,199,4,162.756,24,2017,03,0,0
039,Collier,201703,SAT.,0.7319,199,4,162.756,24,2017,03,0,0
040,Collier,201703,WEEKDAY,0.7805,611,23,272.496,48,2017,03,0,2
040,Collier,201703,WEEKDAY,0.7805,611,23,272.496,48,2017,03,0,2
040,Collier,201703,SAT.,0.822,199,4,158.956,28,2017,03,0,0
040,Collier,201703,SAT.,0.822,199,4,158.956,28,2017,03,0,0
040,Collier,201703,SUN.,0.7804,148,4,147.602,26,2017,03,0,1
040,Collier,201703,SUN.,0.7804,148,4,147.602,26,2017,03,0,1
041,Collier,201703,WEEKDAY,0.7157,1764,23,901.854,76,2017,03,0,2
041,Collier,201703,WEEKDAY,0.7157,1764,23,901.854,76,2017,03,0,2
041,Collier,201703,SAT.,0.7581,462,4,427.194,36,2017,03,0,0
041,Collier,201703,SAT.,0.7581,462,4,427.194,36,2017,03,0,0
041,Collier,201703,SUN.,0.6597,284,4,284.796,24,2017,03,0,1
041,Collier,201703,SUN.,0.6597,284,4,284.796,24,2017,03,0,1
043,Collier,201703,WEEKDAY,0.6902,692,23,224.642,44,2017,03,0,2
043,Collier,201703,WEEKDAY,0.6902,692,23,224.642,44,2017,03,0,2
043,Collier,201703,SAT.,0.4932,306,4,183.798,36,2017,03,0,0
043,Collier,201703,SAT.,0.4932,306,4,183.798,36,2017,03,0,0
043,Collier,201703,SUN.,0.6158,249,4,163.376,32,2017,03,0,1
043,Collier,201703,SUN.,0.6158,249,4,163.376,32,2017,03,0,1
044,Collier,201703,WEEKDAY,0.7882,1011,23,743.136,64,2017,03,0,2
044,Collier,201703,WEEKDAY,0.7882,1011,23,743.136,64,2017,03,0,2
044,Collier,201703,SAT.,0.7085,282,4,170.52,28,2017,03,0,0
044,Collier,201703,SAT.,0.7085,282,4,170.52,28,2017,03,0,0
044,Collier,201703,SUN.,0.8377,213,4,170.52,28,2017,03,0,1
044,Collier,201703,SUN.,0.8377,213,4,170.52,28,2017,03,0,1
048,Collier,201703,WEEKDAY,0.6815,3029,23,538.604,88,2017,03,0,2
048,Collier,201703,WEEKDAY,0.6815,3029,23,538.604,88,2017,03,0,2
048,Collier,201703,SAT.,0.6178,1810,4,452.917,74,2017,03,0,0
048,Collier,201703,SAT.,0.6178,1810,4,452.917,74,2017,03,0,0
048,Collier,201703,SUN.,0.764,1084,4,269.302,44,2017,03,0,1
048,Collier,201703,SUN.,0.764,1084,4,269.302,44,2017,03,0,1
051,West Mifflin,201703,WEEKDAY,0.6859,7818,23,1990.938,206,2017,03,4,2
051,West Mifflin,201703,WEEKDAY,0.6859,7818,23,1991.68,206,2017,03,4,2
051,West Mifflin,201703,SAT.,0.6364,4623,4,1687.914,122,2017,03,4,0
051,West Mifflin,201703,SAT.,0.6364,4623,4,1687.914,122,2017,03,4,0
051,West Mifflin,201703,SUN.,0.6886,2778,4,1054.998,76,2017,03,4,1
051,West Mifflin,201703,SUN.,0.6886,2778,4,1054.998,76,2017,03,4,1
051L,West Mifflin,201703,WEEKDAY,0.6931,701,23,122.263,26,2017,03,4,2
051L,West Mifflin,201703,WEEKDAY,0.6931,701,23,122.263,26,2017,03,4,2
052L,West Mifflin,201703,WEEKDAY,0.6149,407,23,240.82,20,2017,03,4,2
052L,West Mifflin,201703,WEEKDAY,0.6149,407,23,218.452,20,2017,03,4,2
053L,West Mifflin,201703,WEEKDAY,0.6451,1383,23,913.126,55,2017,03,4,2
053L,West Mifflin,201703,WEEKDAY,0.6451,1383,23,913.126,55,2017,03,4,2
054,Ross,201703,WEEKDAY,0.6947,3897,23,1376.747,114,2017,03,3,2
054,Ross,201703,WEEKDAY,0.6947,3897,23,1376.747,114,2017,03,3,2
054,Ross,201703,SAT.,0.6405,2054,4,970.692,81,2017,03,3,0
054,Ross,201703,SAT.,0.6405,2054,4,970.692,81,2017,03,3,0
054,Ross,201703,SUN.,0.7005,961,4,527.564,44,2017,03,3,1
054,Ross,201703,SUN.,0.7005,961,4,527.564,44,2017,03,3,1
055,West Mifflin,201703,WEEKDAY,0.8424,847,23,844.173,35,2017,03,4,2
055,West Mifflin,201703,WEEKDAY,0.8424,847,23,844.173,35,2017,03,4,2
055,West Mifflin,201703,SAT.,0.8082,620,4,844.173,35,2017,03,4,0
055,West Mifflin,201703,SAT.,0.8082,620,4,844.173,35,2017,03,4,0
055,West Mifflin,201703,SUN.,0.7386,482,4,795.387,33,2017,03,4,1
055,West Mifflin,201703,SUN.,0.7386,482,4,795.387,33,2017,03,4,1
056,West Mifflin,201703,WEEKDAY,0.7282,1679,23,931.534,60,2017,03,4,2
056,West Mifflin,201703,WEEKDAY,0.7282,1679,23,931.534,60,2017,03,4,2
056,West Mifflin,201703,SAT.,0.7409,573,4,475.082,34,2017,03,4,0
056,West Mifflin,201703,SAT.,0.7409,573,4,475.082,34,2017,03,4,0
056,West Mifflin,201703,SUN.,0.767,520,4,447.136,32,2017,03,4,1
056,West Mifflin,201703,SUN.,0.767,520,4,447.136,32,2017,03,4,1
057,West Mifflin,201703,WEEKDAY,0.7528,1277,23,559.705,62,2017,03,4,2
057,West Mifflin,201703,WEEKDAY,0.7528,1277,23,559.705,62,2017,03,4,2
057,West Mifflin,201703,SAT.,0.5743,791,4,343.045,38,2017,03,4,0
057,West Mifflin,201703,SAT.,0.5743,791,4,343.045,38,2017,03,4,0
057,West Mifflin,201703,SUN.,0.7181,530,4,324.99,36,2017,03,4,1
057,West Mifflin,201703,SUN.,0.7181,530,4,324.99,36,2017,03,4,1
058,East Liberty,201703,WEEKDAY,0.6699,1249,23,591.682,52,2017,03,1,2
058,East Liberty,201703,WEEKDAY,0.6699,1249,23,591.682,52,2017,03,1,2
058,East Liberty,201703,SAT.,0.6635,366,4,273.084,24,2017,03,1,0
058,East Liberty,201703,SAT.,0.6635,366,4,273.084,24,2017,03,1,0
058,East Liberty,201703,SUN.,0.6945,165,4,204.813,18,2017,03,1,1
058,East Liberty,201703,SUN.,0.6945,165,4,204.813,18,2017,03,1,1
059,West Mifflin,201703,WEEKDAY,0.7015,1946,23,1280.654,38,2017,03,4,2
059,West Mifflin,201703,WEEKDAY,0.7015,1946,23,1280.654,38,2017,03,4,2
059,West Mifflin,201703,SAT.,0.7213,1706,4,1212.351,36,2017,03,4,0
059,West Mifflin,201703,SAT.,0.7213,1706,4,1212.351,36,2017,03,4,0
059,West Mifflin,201703,SUN.,0.7434,1120,4,939.139,28,2017,03,4,1
059,West Mifflin,201703,SUN.,0.7434,1120,4,939.139,28,2017,03,4,1
060,West Mifflin,201703,WEEKDAY,0.79,465,23,170.26,30,2017,03,4,2
060,West Mifflin,201703,WEEKDAY,0.79,465,23,170.26,30,2017,03,4,2
061A,West Mifflin,201703,WEEKDAY,0.6251,4907,23,1263.222,108,2017,03,4,2
061A,West Mifflin,201703,WEEKDAY,0.6251,4907,23,1263.222,108,2017,03,4,2
061A,West Mifflin,201703,SAT.,0.7179,2920,4,1005.899,86,2017,03,4,0
061A,West Mifflin,201703,SAT.,0.7179,2920,4,1005.899,86,2017,03,4,0
061A,West Mifflin,201703,SUN.,0.6559,2201,4,748.576,64,2017,03,4,1
061A,West Mifflin,201703,SUN.,0.6559,2201,4,748.576,64,2017,03,4,1
061B,West Mifflin,201703,WEEKDAY,0.657,4375,23,1093.374,114,2017,03,4,2
061B,West Mifflin,201703,WEEKDAY,0.657,4375,23,1093.374,114,2017,03,4,2
061B,West Mifflin,201703,SAT.,0.6985,2528,4,939.918,98,2017,03,4,0
061B,West Mifflin,201703,SAT.,0.6985,2528,4,939.918,98,2017,03,4,0
061B,West Mifflin,201703,SUN.,0.6903,1810,4,633.006,66,2017,03,4,1
061B,West Mifflin,201703,SUN.,0.6903,1810,4,633.006,66,2017,03,4,1
061C,West Mifflin,201703,WEEKDAY,0.6657,6163,23,1712.451,114,2017,03,4,2
061C,West Mifflin,201703,WEEKDAY,0.6657,6163,23,1712.451,114,2017,03,4,2
061C,West Mifflin,201703,SAT.,0.6112,3654,4,1412.021,94,2017,03,4,0
061C,West Mifflin,201703,SAT.,0.6112,3654,4,1412.021,94,2017,03,4,0
061C,West Mifflin,201703,SUN.,0.6508,2873,4,991.419,66,2017,03,4,1
061C,West Mifflin,201703,SUN.,0.6508,2873,4,991.419,66,2017,03,4,1
061D,West Mifflin,201703,WEEKDAY,0.6701,5540,23,1223.222,131,2017,03,4,2
061D,West Mifflin,201703,WEEKDAY,0.6701,5540,23,1223.222,131,2017,03,4,2
061D,West Mifflin,201703,SAT.,0.6953,3162,4,912.916,92,2017,03,4,0
061D,West Mifflin,201703,SAT.,0.6953,3162,4,912.916,92,2017,03,4,0
061D,West Mifflin,201703,SUN.,0.5182,2251,4,575.534,58,2017,03,4,1
061D,West Mifflin,201703,SUN.,0.5182,2251,4,575.534,58,2017,03,4,1
